student_id,roll_number,first_name,last_name,gender,date_of_birth,email,phone,department_id,academic_year_id,semester_id,is_active,profile_id,profile_name,attendance_min,attendance_max,assignment_min,assignment_max,cie_min,cie_max,see_min,see_max,dropout_probability,academic_record_id,semester_id_academic,academic_year_id_academic,credits_registered,credits_earned,sgpa,cgpa,failed_courses,backlog_courses,semester_result,registration_id,course_offering_id,mentor_id,registration_status,is_repeat,attendance_percentage,assignment_completion,lms_activity_score,marks_id,cie_marks,see_marks,total_marks,grade_letter,grade_point,credit_points,credits_registered_marks,credits_earned_marks,result
ST000006,AIML2023006,Jeet,Bora,Male,2003-08-07,jeet.bora6@student.college.edu,8317260595,DEP000001,AY000004,SEM000007,True,PRO000006,Average,65,85,60,80,10,24,30,58,0.0,AR000006,SEM000007,AY000004,16.0,16.0,7.5,7.5,0,0,PASS,REG000023,CO000027,MN000012,REGISTERED,False,72.0,72.0,68.0,MK000021,19.0,52.0,71.0,A,8.0,32.0,4.0,4.0,PASS
ST000006,AIML2023006,Jeet,Bora,Male,2003-08-07,jeet.bora6@student.college.edu,8317260595,DEP000001,AY000004,SEM000007,True,PRO000006,Average,65,85,60,80,10,24,30,58,0.0,AR000006,SEM000007,AY000004,16.0,16.0,7.5,7.5,0,0,PASS,REG000024,CO000028,MN000013,REGISTERED,False,74.0,74.0,79.0,MK000022,17.0,56.0,73.0,A,8.0,32.0,4.0,4.0,PASS
ST000007,AIML2023007,Advika,Chaudhry,Female,2005-08-09,advika.chaudhry7@student.college.edu,7316996054,DEP000001,AY000004,SEM000007,True,PRO000007,Good,80,95,75,90,18,28,45,65,0.0,AR000007,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000025,CO000025,MN000010,REGISTERED,False,80.0,75.0,86.0,MK000023,20.0,51.0,71.0,A,8.0,32.0,4.0,4.0,PASS
ST000007,AIML2023007,Advika,Chaudhry,Female,2005-08-09,advika.chaudhry7@student.college.edu,7316996054,DEP000001,AY000004,SEM000007,True,PRO000007,Good,80,95,75,90,18,28,45,65,0.0,AR000007,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000026,CO000026,MN000011,REGISTERED,False,88.0,87.0,79.0,MK000024,23.0,64.0,87.0,A+,9.0,36.0,4.0,4.0,PASS
ST000007,AIML2023007,Advika,Chaudhry,Female,2005-08-09,advika.chaudhry7@student.college.edu,7316996054,DEP000001,AY000004,SEM000007,True,PRO000007,Good,80,95,75,90,18,28,45,65,0.0,AR000007,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000027,CO000027,MN000012,REGISTERED,False,85.0,81.0,86.0,MK000025,19.0,57.0,76.0,A,8.0,32.0,4.0,4.0,PASS
ST000007,AIML2023007,Advika,Chaudhry,Female,2005-08-09,advika.chaudhry7@student.college.edu,7316996054,DEP000001,AY000004,SEM000007,True,PRO000007,Good,80,95,75,90,18,28,45,65,0.0,AR000007,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000028,CO000028,MN000013,REGISTERED,False,87.0,81.0,90.0,MK000026,27.0,47.0,74.0,A,8.0,32.0,4.0,4.0,PASS
ST000008,AIML2023008,Girindra,Ganguly,Male,2004-10-21,girindra.ganguly8@student.college.edu,6417792674,DEP000001,AY000004,SEM000007,True,PRO000008,Good,80,95,75,90,18,28,45,65,0.0,AR000008,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000029,CO000025,MN000010,REGISTERED,False,86.0,89.0,87.0,MK000027,20.0,54.0,74.0,A,8.0,32.0,4.0,4.0,PASS
ST000008,AIML2023008,Girindra,Ganguly,Male,2004-10-21,girindra.ganguly8@student.college.edu,6417792674,DEP000001,AY000004,SEM000007,True,PRO000008,Good,80,95,75,90,18,28,45,65,0.0,AR000008,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000030,CO000026,MN000011,REGISTERED,False,82.0,81.0,84.0,MK000028,18.0,53.0,71.0,A,8.0,32.0,4.0,4.0,PASS
ST000008,AIML2023008,Girindra,Ganguly,Male,2004-10-21,girindra.ganguly8@student.college.edu,6417792674,DEP000001,AY000004,SEM000007,True,PRO000008,Good,80,95,75,90,18,28,45,65,0.0,AR000008,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000031,CO000027,MN000012,REGISTERED,False,93.0,85.0,89.0,MK000029,23.0,55.0,78.0,A,8.0,32.0,4.0,4.0,PASS
ST000008,AIML2023008,Girindra,Ganguly,Male,2004-10-21,girindra.ganguly8@student.college.edu,6417792674,DEP000001,AY000004,SEM000007,True,PRO000008,Good,80,95,75,90,18,28,45,65,0.0,AR000008,SEM000007,AY000004,16.0,16.0,8.25,8.25,0,0,PASS,REG000032,CO000028,MN000013,REGISTERED,False,90.0,83.0,85.0,MK000030,21.0,62.0,83.0,A+,9.0,36.0,4.0,4.0,PASS
ST000009,AIML2023009,Warinder,Ramanathan,Male,2005-04-13,warinder.ramanathan9@student.college.edu,6859644518,DEP000001,AY000004,SEM000007,True,PRO000009,Average,65,85,60,80,10,24,30,58,0.0,AR000009,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS,REG000033,CO000025,MN000010,REGISTERED,False,65.0,69.0,74.0,MK000031,17.0,41.0,58.0,B,6.0,24.0,4.0,4.0,PASS
ST000009,AIML2023009,Warinder,Ramanathan,Male,2005-04-13,warinder.ramanathan9@student.college.edu,6859644518,DEP000001,AY000004,SEM000007,True,PRO000009,Average,65,85,60,80,10,24,30,58,0.0,AR000009,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS,REG000034,CO000026,MN000011,REGISTERED,False,79.0,70.0,74.0,MK000032,24.0,50.0,74.0,A,8.0,32.0,4.0,4.0,PASS
ST000009,AIML2023009,Warinder,Ramanathan,Male,2005-04-13,warinder.ramanathan9@student.college.edu,6859644518,DEP000001,AY000004,SEM000007,True,PRO000009,Average,65,85,60,80,10,24,30,58,0.0,AR000009,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS,REG000035,CO000027,MN000012,REGISTERED,False,71.0,64.0,65.0,MK000033,19.0,49.0,68.0,B+,7.0,28.0,4.0,4.0,PASS
ST000009,AIML2023009,Warinder,Ramanathan,Male,2005-04-13,warinder.ramanathan9@student.college.edu,6859644518,DEP000001,AY000004,SEM000007,True,PRO000009,Average,65,85,60,80,10,24,30,58,0.0,AR000009,SEM000007,AY000004,16.0,16.0,7.25,7.25,0,0,PASS,REG000036,CO000028,MN000013,REGISTERED,False,68.0,70.0,64.0,MK000034,22.0,50.0,72.0,A,8.0,32.0,4.0,4.0,PASS
ST000010,AIML2023010,Logan,Randhawa,Male,2006-02-06,logan.randhawa10@student.college.edu,7874285830,DEP000001,AY000004,SEM000007,True,PRO000010,Improving,55,75,50,70,8,20,25,50,0.0,AR000010,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS,REG000037,CO000025,MN000010,REGISTERED,False,66.0,51.0,62.0,MK000035,20.0,35.0,55.0,B,6.0,24.0,4.0,4.0,PASS
ST000010,AIML2023010,Logan,Randhawa,Male,2006-02-06,logan.randhawa10@student.college.edu,7874285830,DEP000001,AY000004,SEM000007,True,PRO000010,Improving,55,75,50,70,8,20,25,50,0.0,AR000010,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS,REG000038,CO000026,MN000011,REGISTERED,False,67.0,51.0,62.0,MK000036,19.0,46.0,65.0,B+,7.0,28.0,4.0,4.0,PASS
ST000010,AIML2023010,Logan,Randhawa,Male,2006-02-06,logan.randhawa10@student.college.edu,7874285830,DEP000001,AY000004,SEM000007,True,PRO000010,Improving,55,75,50,70,8,20,25,50,0.0,AR000010,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS,REG000039,CO000027,MN000012,REGISTERED,False,67.0,59.0,60.0,MK000037,8.0,36.0,44.0,P,4.0,16.0,4.0,4.0,PASS
ST000010,AIML2023010,Logan,Randhawa,Male,2006-02-06,logan.randhawa10@student.college.edu,7874285830,DEP000001,AY000004,SEM000007,True,PRO000010,Improving,55,75,50,70,8,20,25,50,0.0,AR000010,SEM000007,AY000004,12.0,12.0,5.67,5.67,0,0,PASS,REG000040,CO000028,MN000013,CANCELLED,False,72.0,52.0,61.0,,,,,,,,,,
ST000011,AIML2023011,Megha,Bhagat,Female,2004-06-30,megha.bhagat11@student.college.edu,7436672139,DEP000001,AY000004,SEM000007,True,PRO000011,Average,65,85,60,80,10,24,30,58,0.0,AR000011,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000041,CO000025,MN000010,REGISTERED,False,79.0,67.0,65.0,MK000038,15.0,58.0,73.0,A,8.0,32.0,4.0,4.0,PASS
ST000011,AIML2023011,Megha,Bhagat,Female,2004-06-30,megha.bhagat11@student.college.edu,7436672139,DEP000001,AY000004,SEM000007,True,PRO000011,Average,65,85,60,80,10,24,30,58,0.0,AR000011,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000042,CO000026,MN000011,REGISTERED,False,72.0,60.0,73.0,MK000039,17.0,30.0,47.0,C,5.0,20.0,4.0,4.0,PASS
ST000011,AIML2023011,Megha,Bhagat,Female,2004-06-30,megha.bhagat11@student.college.edu,7436672139,DEP000001,AY000004,SEM000007,True,PRO000011,Average,65,85,60,80,10,24,30,58,0.0,AR000011,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000043,CO000027,MN000012,REGISTERED,False,69.0,61.0,58.0,MK000040,19.0,50.0,69.0,B+,7.0,28.0,4.0,4.0,PASS
ST000011,AIML2023011,Megha,Bhagat,Female,2004-06-30,megha.bhagat11@student.college.edu,7436672139,DEP000001,AY000004,SEM000007,True,PRO000011,Average,65,85,60,80,10,24,30,58,0.0,AR000011,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000044,CO000028,MN000013,REGISTERED,False,75.0,70.0,61.0,MK000041,11.0,49.0,60.0,B+,7.0,28.0,4.0,4.0,PASS
ST000012,AIML2023012,Shravya,Lanka,Female,2005-07-25,shravya.lanka12@student.college.edu,9915103897,DEP000001,AY000004,SEM000007,True,PRO000012,Declining,40,65,35,60,4,16,15,40,0.0,AR000012,SEM000007,AY000004,16.0,8.0,2.25,2.25,2,2,PROMOTED,REG000045,CO000025,MN000010,REGISTERED,False,57.0,57.0,47.0,MK000042,6.0,40.0,46.0,C,5.0,20.0,4.0,4.0,PASS
ST000012,AIML2023012,Shravya,Lanka,Female,2005-07-25,shravya.lanka12@student.college.edu,9915103897,DEP000001,AY000004,SEM000007,True,PRO000012,Declining,40,65,35,60,4,16,15,40,0.0,AR000012,SEM000007,AY000004,16.0,8.0,2.25,2.25,2,2,PROMOTED,REG000046,CO000026,MN000011,REGISTERED,False,63.0,52.0,48.0,MK000043,9.0,28.0,37.0,F,0.0,0.0,4.0,0.0,FAIL
ST000012,AIML2023012,Shravya,Lanka,Female,2005-07-25,shravya.lanka12@student.college.edu,9915103897,DEP000001,AY000004,SEM000007,True,PRO000012,Declining,40,65,35,60,4,16,15,40,0.0,AR000012,SEM000007,AY000004,16.0,8.0,2.25,2.25,2,2,PROMOTED,REG000047,CO000027,MN000012,REGISTERED,True,58.0,43.0,44.0,MK000044,14.0,24.0,38.0,F,0.0,0.0,4.0,0.0,FAIL
ST000012,AIML2023012,Shravya,Lanka,Female,2005-07-25,shravya.lanka12@student.college.edu,9915103897,DEP000001,AY000004,SEM000007,True,PRO000012,Declining,40,65,35,60,4,16,15,40,0.0,AR000012,SEM000007,AY000004,16.0,8.0,2.25,2.25,2,2,PROMOTED,REG000048,CO000028,MN000013,REGISTERED,False,62.0,46.0,50.0,MK000045,8.0,34.0,42.0,P,4.0,16.0,4.0,4.0,PASS
ST000013,AIML2023013,Sudiksha,Tandon,Female,2005-09-17,sudiksha.tandon13@student.college.edu,9177751867,DEP000001,AY000004,SEM000007,True,PRO000013,Excellent,90,100,90,100,24,30,55,70,0.0,AR000013,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS,REG000049,CO000025,MN000010,REGISTERED,False,96.0,99.0,87.0,MK000046,26.0,56.0,82.0,A+,9.0,36.0,4.0,4.0,PASS
ST000013,AIML2023013,Sudiksha,Tandon,Female,2005-09-17,sudiksha.tandon13@student.college.edu,9177751867,DEP000001,AY000004,SEM000007,True,PRO000013,Excellent,90,100,90,100,24,30,55,70,0.0,AR000013,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS,REG000050,CO000026,MN000011,REGISTERED,False,100.0,91.0,92.0,MK000047,25.0,60.0,85.0,A+,9.0,36.0,4.0,4.0,PASS
ST000013,AIML2023013,Sudiksha,Tandon,Female,2005-09-17,sudiksha.tandon13@student.college.edu,9177751867,DEP000001,AY000004,SEM000007,True,PRO000013,Excellent,90,100,90,100,24,30,55,70,0.0,AR000013,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS,REG000051,CO000027,MN000012,REGISTERED,False,97.0,100.0,89.0,MK000048,28.0,57.0,85.0,A+,9.0,36.0,4.0,4.0,PASS
ST000013,AIML2023013,Sudiksha,Tandon,Female,2005-09-17,sudiksha.tandon13@student.college.edu,9177751867,DEP000001,AY000004,SEM000007,True,PRO000013,Excellent,90,100,90,100,24,30,55,70,0.0,AR000013,SEM000007,AY000004,16.0,16.0,9.25,9.25,0,0,PASS,REG000052,CO000028,MN000013,REGISTERED,False,92.0,97.0,93.0,MK000049,28.0,63.0,91.0,O,10.0,40.0,4.0,4.0,PASS
ST000014,AIML2023014,Deepa,Parikh,Female,2005-03-29,deepa.parikh14@student.college.edu,8376202703,DEP000001,AY000004,SEM000007,True,PRO000014,Average,65,85,60,80,10,24,30,58,0.0,AR000014,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS,REG000053,CO000025,MN000010,REGISTERED,False,78.0,73.0,69.0,MK000050,12.0,35.0,47.0,C,5.0,20.0,4.0,4.0,PASS
ST000014,AIML2023014,Deepa,Parikh,Female,2005-03-29,deepa.parikh14@student.college.edu,8376202703,DEP000001,AY000004,SEM000007,True,PRO000014,Average,65,85,60,80,10,24,30,58,0.0,AR000014,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS,REG000054,CO000026,MN000011,REGISTERED,False,67.0,60.0,53.0,MK000051,14.0,50.0,64.0,B+,7.0,28.0,4.0,4.0,PASS
ST000014,AIML2023014,Deepa,Parikh,Female,2005-03-29,deepa.parikh14@student.college.edu,8376202703,DEP000001,AY000004,SEM000007,True,PRO000014,Average,65,85,60,80,10,24,30,58,0.0,AR000014,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS,REG000055,CO000027,MN000012,REGISTERED,False,72.0,74.0,59.0,MK000052,18.0,31.0,49.0,C,5.0,20.0,4.0,4.0,PASS
ST000014,AIML2023014,Deepa,Parikh,Female,2005-03-29,deepa.parikh14@student.college.edu,8376202703,DEP000001,AY000004,SEM000007,True,PRO000014,Average,65,85,60,80,10,24,30,58,0.0,AR000014,SEM000007,AY000004,16.0,16.0,5.75,5.75,0,0,PASS,REG000056,CO000028,MN000013,REGISTERED,False,82.0,66.0,73.0,MK000053,11.0,46.0,57.0,B,6.0,24.0,4.0,4.0,PASS
ST000015,AIML2023015,Vinaya,Prabhakar,Female,2005-01-09,vinaya.prabhakar15@student.college.edu,8354651731,DEP000001,AY000004,SEM000007,True,PRO000015,Average,65,85,60,80,10,24,30,58,0.0,AR000015,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000057,CO000025,MN000010,REGISTERED,False,67.0,70.0,68.0,MK000054,18.0,31.0,49.0,C,5.0,20.0,4.0,4.0,PASS
ST000015,AIML2023015,Vinaya,Prabhakar,Female,2005-01-09,vinaya.prabhakar15@student.college.edu,8354651731,DEP000001,AY000004,SEM000007,True,PRO000015,Average,65,85,60,80,10,24,30,58,0.0,AR000015,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000058,CO000026,MN000011,REGISTERED,False,69.0,64.0,65.0,MK000055,11.0,53.0,64.0,B+,7.0,28.0,4.0,4.0,PASS
ST000015,AIML2023015,Vinaya,Prabhakar,Female,2005-01-09,vinaya.prabhakar15@student.college.edu,8354651731,DEP000001,AY000004,SEM000007,True,PRO000015,Average,65,85,60,80,10,24,30,58,0.0,AR000015,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000059,CO000027,MN000012,REGISTERED,False,71.0,72.0,62.0,MK000056,19.0,54.0,73.0,A,8.0,32.0,4.0,4.0,PASS
ST000015,AIML2023015,Vinaya,Prabhakar,Female,2005-01-09,vinaya.prabhakar15@student.college.edu,8354651731,DEP000001,AY000004,SEM000007,True,PRO000015,Average,65,85,60,80,10,24,30,58,0.0,AR000015,SEM000007,AY000004,16.0,16.0,6.75,6.75,0,0,PASS,REG000060,CO000028,MN000013,REGISTERED,False,74.0,79.0,67.0,MK000057,15.0,47.0,62.0,B+,7.0,28.0,4.0,4.0,PASS
ST000016,AIML2023016,Jackson,Mangat,Male,2006-06-04,jackson.mangat16@student.college.edu,8463149477,DEP000001,AY000004,SEM000007,True,PRO000016,Declining,40,65,35,60,4,16,15,40,0.0,AR000016,SEM000007,AY000004,16.0,0.0,0.0,0.0,4,4,FAIL,REG000061,CO000025,MN000010,REGISTERED,False,43.0,47.0,50.0,MK000058,8.0,17.0,25.0,F,0.0,0.0,4.0,0.0,FAIL
